IO_ID,Address,OccupantName,StructureName,PropUseType,PropUseTypeDescription,InspectionType_Full,LatestInspDate,InspWithinLastYear,address_id,lon,lat
155024,21310 Grand River,DOLLAR TREE #06271,DOLLAR TREE,UUU, Undetermined,ANNUAL Mercantile Occupancy,4/7/2022 12:02,Yes,126495,-83.250982,42.414353
155124,13550 Livernois,L.A. Coney Island,LA Coney Island,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/7/2022 12:00,Yes,69642,-83.139115,42.38743
155020,20650 Grand River,Detroit Complete Auto Repair,Speedy Auto Service,571," Service Station, Gas Station",ANNUAL Repair Garage,4/7/2022 11:40,Yes,119077,-83.244707,42.411685
155473,20501 Grand River,Fielding Party Store,Fielding Party Stone,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/7/2022 11:37,Yes,119101,-83.243266,42.410465
155472,20131 Grand River,Universal Car Wash,the Original $3  Car Wash,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/7/2022 11:32,Yes,128013,-83.239274,42.408828
131935,22743 Plymouth,Roadway Auto Repair,Roadway Auto Repair,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,4/7/2022 11:32,Yes,170686,-83.265227,42.37115
151417,7401 West McNichols,TMO BBQ,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/7/2022 11:00,Yes,94896,-83.145252,42.416902
155037,13600 East Eight Mile,MCD Exclusive Boutique,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/7/2022 10:56,Yes,181614,-82.985223,42.448952
155042,23220 Plymouth,National Agents Inc DBA CONZ AUTO,National Agents Inc.,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,4/7/2022 10:43,Yes,172076,-83.266179,42.371871
130237,5847 East Seven Mile,Diamond Wireless 24 Inc,Metro PCS,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/6/2022 17:15,Yes,349544,-83.044327,42.433798
154360,15752 West Warren,Moe Town Auto Repair,Moe Town Auto Repair,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,4/6/2022 16:43,Yes,214016,-83.199721,42.343929
133705,1920 West Fisher Freeway,KAVALOS & SONS INC. MOBIL GAS STATION,MOBIL GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,4/6/2022 16:26,Yes,42427,-83.074026,42.33404
155130,13800 Livernois,"MODERN CONVENIENCE LIVERNOIS, LLC",,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/6/2022 16:00,Yes,69937,-83.139307,42.38975
154979,16950 Grand River,Magic Dollar Superstore #4,Magic Dollar,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/6/2022 16:00,Yes,145922,-83.211721,42.398426
154961,9743 Harper,O.M.G WEAR,O.M.G WEAR,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/6/2022 15:12,Yes,350477,-83.00602,42.393166
155128,13730 Livernois,Oweee Fish Rice Wings,Soap's Revitalizin Fuels,500," Mercantile, Business - Other",ANNUAL Gas Station,4/6/2022 15:00,Yes,69629,-83.139197,42.389005
131919,1715 Michigan,MARATHON GAS STATION,MARATHON GAS STATIION,571," Service Station, Gas Station",ANNUAL Gas Station,4/6/2022 15:00,Yes,238971,-83.069614,42.331135
154978,16700 Grand River,Day's 40 Minute Cleaners,Day's 40 Minute Cleaners,0, Property Use - Other,ANNUAL Industrial Occupancy,4/6/2022 15:00,Yes,145971,-83.210672,42.398068
140833,3255 Michigan,Marathon Gas Station,Marathon Gas Station,571," Service Station, Gas Station",ANNUAL Gas Station,4/6/2022 14:00,Yes,151660,-83.08812,42.331073
154977,16740 Grand River,Lucky Beauty Supply,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/6/2022 14:00,Yes,352140,-83.210945,42.397873
141264,22101 Grand River,A TO Z AUTOMOTIVE,,UUU, Undetermined,ANNUAL Repair Garage,4/6/2022 13:54,Yes,133011,-83.258958,42.416687
149485,436 West Columbia,BUCHAREST GRILL,Bucharest Grill,100, Assembly - Other,ANNUAL Assembly Occupancy,4/6/2022 13:38,Yes,347956,-83.056842,42.336976
155174,2100 Woodward,Joe Lucier,Comerica Park,100, Assembly - Other,ANNUAL Assembly Occupancy,4/6/2022 13:30,Yes,348609,-83.048898,42.33918
154976,16722 Grand River,Metro PCS,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/6/2022 13:00,Yes,352138,-83.210548,42.397736
154959,9747 Harper,Metro PCS,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/6/2022 12:34,Yes,285002,-83.006684,42.393572
154975,16716. Grand River,PG Nails & Spa,,UUU, Undetermined,ANNUAL Business Occupancy,4/6/2022 12:00,Yes,352135,-83.210533,42.397728
154974,16710 Grand River,Liberty Tax,Liberty tax,599, Business Office,ANNUAL Business Occupancy,4/6/2022 11:00,Yes,352133,-83.210434,42.397747
152927,19631 Plymouth,VACANT,The New Bentley Lounge,UUU, Undetermined,ANNUAL Assembly Occupancy,4/5/2022 17:35,Yes,352902,-83.234519,42.371636
154929,5153 East Seven Mile,RIVERIA PARTY STORE,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 17:04,Yes,299700,-83.051619,42.433625
153848,19700 Livernois,NONI'S SHERWOOD GRILL,NONI'S SHERWOOD GRILL,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/5/2022 17:00,Yes,144566,-83.141354,42.437184
139703,9700 East Eight Mile,Urban Medical Farms,Bel Air Center,600," Ind., Utility, Defense, Agriculture, Mining - Other",ANNUAL Industrial Occupancy,4/5/2022 16:45,Yes,269433,-83.017335,42.445683
154882,8535 Wildemere,New Force MC,,162, Bar or Nightclub,ANNUAL Assembly Occupancy,4/5/2022 16:39,Yes,540448,-83.111121,42.366295
154881,13155 Plymouth,US 1 AUTO SALES,US 1 AUTO SALES LLC,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,4/5/2022 16:18,Yes,216424,-83.174082,42.372838
154973,16606 Grand River,Cross Plumbing & Heating,Cross Plumbing & Heating,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/5/2022 15:30,Yes,352115,-83.209869,42.397598
153975,10560 Grand River,Detroit Tire & Wheel,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,4/5/2022 14:32,Yes,222046,-83.147539,42.372547
154972,16500 Grand River,BASSETT USED CARS LLC,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,4/5/2022 14:30,Yes,129771,-83.209103,42.397387
154936,5223 East Seven Mile,B B's DINER,B B's Diner,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 14:11,Yes,349427,-83.050995,42.43362
154880,13601 Plymouth,MARATHON,MARATHON,571," Service Station, Gas Station",ANNUAL Gas Station,4/5/2022 13:43,Yes,216992,-83.178439,42.372734
154892,20342 Grand River,HONEY'S,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/5/2022 13:13,Yes,123663,-83.241612,42.410345
154743,14622 Joy,Ali Saab,,800, Storage - Other,ANNUAL Storage Occupancy,4/5/2022 13:02,Yes,351584,-83.187928,42.358589
154970,16310 Grand River,Christ First Community Church,Divine Providence Baptist Church,100, Assembly - Other,ANNUAL Assembly Occupancy,4/5/2022 13:00,Yes,129775,-83.207892,42.396776
136114,5220 East Seven,Inner City Bleu's,Inner City Bleu's,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/5/2022 12:14,Yes,294246,-83.050736,42.433191
154969,16226 Grand River,"Susan Rice, Frank Lanzilote Family Practice","Susan Rice, Frank Lanzilote Family Practice",0, Property Use - Other,ANNUAL Business Occupancy,4/5/2022 12:00,Yes,149464,-83.206985,42.396366
154894,20314 Grand River,GIBSON'S TOTAL ELECTRONICS,,UUU, Undetermined,ANNUAL Business Occupancy,4/5/2022 11:49,Yes,127307,-83.241125,42.410153
154920,19132 Conant,CONANT ST. GRILL,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 11:48,Yes,,,
153977,10786 Grand River,U & I 12 Men's Wear,Juno Mini Mart,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 11:03,Yes,,,
154932,5207 East Seven Mile,4 GUYS FISH & CHICKEN,vacant,161, Restaurant or Cafeteria,ANNUAL Business Occupancy,4/5/2022 11:00,Yes,349421,-83.051241,42.43358
154968,16210 Grand River,Spotlite Inc.,Spotlite,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 11:00,Yes,129674,-83.206795,42.396324
154890,19800 Grand River,Grandmont Rosedale Development Corp,Grandmont Rosedale Development Corp,599, Business Office,ANNUAL Business Occupancy,4/5/2022 10:57,Yes,127201,-83.236517,42.408333
154875,14601 Plymouth,NEW LAND PARTY STORE,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 10:43,Yes,216411,-83.187941,42.372612
154937,14601 Joy,ON TIME AUTO 1 LLC,Neno Auto Sales,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,4/5/2022 10:31,Yes,351571,-83.187551,42.358001
154884,13902 Birwood,D H Motors,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,4/5/2022 10:16,Yes,215687,-83.162712,42.388559
154887,24650 McNichols  West,Temple of Praise,,131," Church, Mosque, Synagogue, Temple, Chapel",ANNUAL Assembly Occupancy,4/5/2022 10:11,Yes,353333,-83.285005,42.414539
154872,19100 Van Dyke,GLOBAL MOBILE 85 INC,Boost Mobile # 19100,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/5/2022 9:11,Yes,269474,-83.023764,42.434251
154869,18601 Van Dyke,METRO COLLISION,Metro Collision,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,4/5/2022 8:53,Yes,264050,-83.02447,42.430433
151560,4719 East Seven Mile,QUALITY CHILD CAR AND LEARNING CENTER,,254," Day Care, In Commercial Property",ANNUAL Child Care Center (Day Care),4/4/2022 15:30,Yes,293054,-83.056247,42.433479
154847,10000 East Eight Mile,FORMAN MILLS INC,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,4/4/2022 14:36,Yes,350515,-83.016068,42.447833
154829,3910 East Eight Mile,S-A Quick Lube,Valero,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Gas Station,4/4/2022 14:31,Yes,285404,-83.065597,42.446885
154826,18445 Scarsdale,North Rosedale Park Community House,NORTH ROSEDALE PARK COMMUNITY HOUSE,100, Assembly - Other,ANNUAL Assembly Occupancy,4/4/2022 13:32,Yes,122432,-83.223106,42.406331
139338,8600 East EIGHT MILE RD,House of Dank,Bel Air Center,UUU, Undetermined,ANNUAL Mercantile Occupancy,4/4/2022 12:42,Yes,536604,-83.015994,42.446837
154842,8400 East Eight Mile,Elliots Amusements LLC. Carnival,Bel Air,100, Assembly - Other,ANNUAL Storage Occupancy,4/4/2022 11:14,Yes,350153,-83.019841,42.447138
139929,19200 Van Dyke,Tax & Financial Services,Tax & Financial Services,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/4/2022 9:43,Yes,352763,-83.023996,42.434922
137467,19149 Van Dyke,Herman's Barber Shop,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/4/2022 9:42,Yes,253659,-83.02462,42.43475
139566,19144 Van Dyke,Lifestyles Salon,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/4/2022 9:41,Yes,269719,-83.023915,42.434703
153499,6031 Joy,"Green Polymeric Material, Inc.",,600," Ind., Utility, Defense, Agriculture, Mining - Other",ANNUAL Industrial Occupancy,4/4/2022 9:41,Yes,216211,-83.136894,42.359303
152291,3409 Bagley,XOCHIMILCO RESTAURANT,,100, Assembly - Other,ANNUAL Assembly Occupancy,4/1/2022 22:36,Yes,241097,-83.084838,42.32315
142171,1601 Waterman,DINO'S CAFE,Dino's Cafe,161, Restaurant or Cafeteria,ANNUAL Assembly Occupancy,4/1/2022 16:28,Yes,83050,-83.113309,42.310953
154761,13702 Van Dyke,SCHEMEMANSKY & SON,Schemansky and Sons,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/1/2022 15:19,Yes,537494,-83.023174,42.417874
154759,13042 Van Dyke,1200,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,4/1/2022 14:40,Yes,537296,-83.023035,42.413482
154758,13100 Van Dyke,M & K TIRE SHOP INC.,4M Tires,500," Mercantile, Business - Other",ANNUAL Assembly Occupancy,4/1/2022 14:24,Yes,304012,-83.023166,42.413804
128228,3472 East Jefferson,Harbortown Market,Harbortown Market,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/31/2022 18:15,Yes,349055,-83.011238,42.342457
154724,17209 Mack Avenue,BT Beaute' Emporium,BT Beaute' Emporium,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 18:08,Yes,,,
154738,15415 Woodrow Wilson,MOHAMMED JIZZINY,Noor Collision,UUU, Undetermined,ANNUAL Repair Garage,3/31/2022 17:16,Yes,10781,-83.116024,42.405565
153038,7505 Livernois,SILAS AUTO SALES LLC,HOWEY MOTORS,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,3/31/2022 17:14,Yes,540225,-83.134572,42.349869
149517,733 St. Antoine,Blue Cross / Blue Shield of Michigan,Floods Bar Grill,599, Business Office,ANNUAL Assembly Occupancy,3/31/2022 17:05,Yes,11080,-83.040456,42.33431
118280,8800 Greenfield,LA INSURANCE AGENCY,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 15:49,Yes,216902,-83.196688,42.358279
154719,4040 West Warren,AKA  Gas & food service LLC MOBIL GAS STATION,MOBILE GAS STATION,571," Service Station, Gas Station",ANNUAL Gas Station,3/31/2022 15:43,Yes,347619,-83.109163,42.345087
154911,16054 Grand River,Perfect Tax & Florist,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 15:30,Yes,129717,-83.204817,42.395541
154740,14610 Joy,EMPIRE AUTO SALES & REPAIR LLC,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,3/31/2022 15:06,Yes,216929,-83.187651,42.358683
154713,14309 Livernois,K & L Beauty Supply,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/31/2022 14:30,Yes,,,
154910,16050 Grand River,The Gallery,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 14:30,Yes,,,
122091,5109 East Seven Mile,D-Wood's East Barbershop,Toms Food MALL,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 14:00,Yes,299698,-83.052425,42.43356
154782,2260 South Fort,CITY OF DETROIT-PARKS & RECREATION DEPT-KEMENY CENTER,Kemeny Recreation Center,100, Assembly - Other,ANNUAL Business Occupancy,3/31/2022 13:51,Yes,2396,-83.158152,42.27424
154739,9165 Greenfield,Used Tire warehouse Inc.,ALLAETH COMPLETE AUTO REPAIR,571," Service Station, Gas Station",ANNUAL Repair Garage,3/31/2022 13:46,Yes,216229,-83.19758,42.361993
154906,16000 Grand River,Expert's 40 Minute Cleaner,,0, Property Use - Other,ANNUAL Industrial Occupancy,3/31/2022 13:00,Yes,145920,-83.204218,42.395298
154711,14311 Livernois,RED NAILS,Reds Nails,UUU, Undetermined,ANNUAL Business Occupancy,3/31/2022 12:30,Yes,351449,-83.141248,42.392745
154721,5822 West Warren,AUSTIN'S CUTS & STYLES,,557," Personal Service, Including Barber & Beauty Shops",ANNUAL Business Occupancy,3/31/2022 12:01,Yes,222022,-83.123713,42.344704
154905,15900 Grand River,AUTHENTIC MOTOR SALES,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,3/31/2022 12:00,Yes,129320,-83.202839,42.394922
154710,14321 Livernois,Check-N-Go,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 11:30,Yes,68662,-83.14056,42.393256
148080,4476 Second,THE BRONX BAR,,100, Assembly - Other,ANNUAL Assembly Occupancy,3/31/2022 11:24,Yes,259084,-83.06685,42.352226
154780,6720 W Outer Drive,Evangelical Manor,,400, Residential - Other,ANNUAL Assembly Occupancy,3/31/2022 11:22,Yes,64590,-83.194188,42.420732
154811,5000 East Seven Mile,Mission Point Nursing Physical Rehabilitation Center of Cranbrook,Mission Point Nursing Physical Rehabilitation Center of Cranbrook,UUU, Undetermined,ANNUAL Adult Day Care,3/31/2022 11:20,Yes,294249,-83.053828,42.433084
152785,14711 Mack,MACK ASHLAND COMMERCIAL INC,Mack Ashland Apartments,100, Assembly - Other,ANNUAL Assembly Occupancy,3/31/2022 11:19,Yes,252437,-82.949329,42.3873
152786,4401 Conner,Eastside Community Network,Eastside Community Network,500," Mercantile, Business - Other",ANNUAL Assembly Occupancy,3/31/2022 11:12,Yes,292192,-82.97084,42.386306
154718,3888 West Warren,BIG TOP LIQUOR STORE,,UUU, Undetermined,ANNUAL Mercantile Occupancy,3/31/2022 11:07,Yes,152879,-83.105992,42.345148
154709,14365 Livernois,GALLAGHER FIRE EQUIPMENT CO,Happy's Pizza,UUU, Undetermined,ANNUAL Business Occupancy,3/31/2022 11:00,Yes,351469,-83.140668,42.393257
154904,15800 Grand River,Family Dollar #6084,Family Dollar,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/31/2022 11:00,Yes,129312,-83.20202,42.394458
142299,14363 Livernois,Subway,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/31/2022 10:30,Yes,351468,-83.140076,42.393192
154722,8118 Livernois,Car Line,,500," Mercantile, Business - Other",ANNUAL Repair Garage,3/31/2022 10:07,Yes,222039,-83.136473,42.353749
154706,14361 Livernois,CHINA HOUSE (KING WOK),,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/31/2022 10:00,Yes,351467,-83.140358,42.393288
152618,16550 Telegraph,Chapeau Vert Lounge,Chapeau Vert Lounge,100, Assembly - Other,ANNUAL Assembly Occupancy,3/31/2022 8:49,Yes,131235,-83.276387,42.410373
135038,15100 Gratiot,Pass The Hooka,Gratiot Crossing,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/31/2022 8:30,Yes,537921,-82.970606,42.444942
154726,501 Monroe,DELMAR KITCHEN AND BAR,,100, Assembly - Other,ANNUAL Assembly Occupancy,3/31/2022 8:00,Yes,348000,-83.04255,42.335169
154228,11300 East Eight Mile,Coliseum Bar & Grille,Coliseum Bar and Grill,100, Assembly - Other,ANNUAL Assembly Occupancy,3/30/2022 18:25,Yes,266644,-83.009954,42.447547
154737,4801 East Nevada,SOJOURNER TRUTH HOMES,Complex Office,400, Residential - Other,ANNUAL Business Occupancy,3/30/2022 17:13,Yes,298087,-83.053754,42.42769
154123,2208 Cass,BOOKIES BAR & GRILL,BOOKIE'S,162, Bar or Nightclub,ANNUAL Assembly Occupancy,3/30/2022 17:00,Yes,19071,-83.055482,42.336872
154704,712 Cass,"Detroit Club Holdings, LLC",Detroit Club,100, Assembly - Other,ANNUAL Assembly Occupancy,3/30/2022 16:38,Yes,26491,-83.050719,42.329637
154644,13801 Plymouth,O-2 Auto,O2 Cars,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,3/30/2022 15:51,Yes,216993,-83.182293,42.372673
154824,20200 Grand River,BURGER KING #4441,Burger King # 4441,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/30/2022 15:32,Yes,127875,-83.239453,42.409614
154903,15500 Grand River,Sunny's,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/30/2022 15:00,Yes,129313,-83.198633,42.393097
154902,14527 Greenfield,Perfect Auto Service,Goodyear,0, Property Use - Other,ANNUAL Repair Garage,3/30/2022 14:00,Yes,148486,-83.198886,42.39485
154736,4901 East Seven Mile,OSKAR MOTORAMA GROUP INC,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Business Occupancy,3/30/2022 13:44,Yes,349365,-83.054598,42.433656
154617,9910 Freeland,Great Lakes Auto sales,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/30/2022 13:40,Yes,540719,-83.183487,42.368306
142641,6919 Greenfield,H & I Fashion,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/30/2022 13:31,Yes,,,
154717,14300 Livernois,Popeye's Chicken,Popeye's Chicken,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/30/2022 13:00,Yes,69593,-83.139464,42.393154
154901,14551 Greenfield,Cosmos Coney Island,Cosmos Coney Island,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/30/2022 13:00,Yes,148488,-83.198814,42.39506
154908,15341 Greenfield,Orson Collision Auto Repair,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,3/30/2022 13:00,Yes,145620,-83.199052,42.402615
154716,14040 Livernois,LIVERNOIS APPLIANCE & MATTRESS,LIVERNOIS APPLIANCE & MATTRESS,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/30/2022 12:30,Yes,69595,-83.139329,42.392304
153986,4809 East Seven Mile,FOOD PALACE SUPERMARKET,Food Palace Market,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/30/2022 12:04,Yes,294240,-83.055436,42.433505
144039,6881 GREENFIELD,NICE PRICE EXPRESS INC.,Nice Price,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/30/2022 11:51,Yes,,,
153812,3040 East Seven Mile,PARK MEDICAL CENTER,Park Medical Center,341," Clinic, Clinic-type Infirmary",ANNUAL Business Occupancy,3/30/2022 11:49,Yes,292553,-83.071113,42.432801
154715,14000 Livernois,TACO BELL #4014,Taco Bell #4014,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/30/2022 11:30,Yes,69594,-83.139334,42.391948
154714,18510 Meyers,Carla L Hunter MD PLLC,18510 Meyers,340," Clinics, Doctors Offices, Hemodialysis Cntr - Other",ANNUAL Business Occupancy,3/30/2022 10:00,Yes,352553,-83.170348,42.42744
154583,421 Lycaste,PETRO-CHEM PROCESSING INC,Stericycle,700," Manufacturing, Processing",ANNUAL 302 Site,3/29/2022 16:37,Yes,539669,-82.964709,42.363103
154557,6781 Greenfield,Subway #24814,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/29/2022 15:50,Yes,349726,-83.196689,42.340943
154629,17171 Livernois,"CAPTAIN JAY'S #111, LLC",Captain Jay's Fish & Chicken # 111,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/29/2022 15:45,Yes,13221,-83.141297,42.418259
154627,17149 Livernois,Sprint #522,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/29/2022 14:45,Yes,352235,-83.141533,42.417427
154626,17136 Livernois,NEW UNIVERSITY COIN LAUNDRY,University Coin Laundry,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/29/2022 14:15,Yes,267339,-83.14048,42.417676
154667,15321 Archdale,FAITH MANOR APTS,FAITH MANOR APARTMENTS,400, Residential - Other,ANNUAL Residential,3/29/2022 14:00,Yes,542019,-83.119281,42.370505
154582,663 Lycaste,Aevitas SPECIALTY SERVICES CORP.,AEVITAS SPEACIALTY SERVICES CORP.,600," Ind., Utility, Defense, Agriculture, Mining - Other",ANNUAL 302 Site,3/29/2022 13:16,Yes,339046,-82.9663,42.365256
154822,16444 Evergreen,O'REILLY AUTO PARTS,,100, Assembly - Other,ANNUAL Mercantile Occupancy,3/29/2022 13:03,Yes,127186,-83.237392,42.409303
154670,15362 Southfield,NEW ST. PAUL-HEAD START,,100, Assembly - Other,ANNUAL Child Care Center (Day Care),3/29/2022 13:00,Yes,146097,-83.217618,42.40261
154820,19850 Grand River,Auto Zone #2115,Auto Zone,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/29/2022 12:47,Yes,127188,-83.23704,42.408804
154589,10100 Harper,Operation Get Down,Operation Get Down,400, Residential - Other,ANNUAL Residential,3/29/2022 12:00,Yes,282686,-83.003446,42.393072
154669,15350 Southfield,GRANDMONT ROSEDALE PARK SCHOOL,,100, Assembly - Other,ANNUAL Child Care Center (Day Care),3/29/2022 12:00,Yes,146096,-83.217466,42.402387
154606,14349 Meyers,BIG SAM AUTO PARTS,Big Sam Auto Parts,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/29/2022 11:52,Yes,85797,-83.16924,42.393757
154605,13301 Linwood,AT&T Linwood Building,AT&T Linwood Building,UUU, Undetermined,ANNUAL Business Occupancy,3/29/2022 11:25,Yes,40335,-83.122083,42.391846
154668,15340 Southfield,Grandmont & Rosedale Learning Center,New St. Paul Tabernacle,254," Day Care, In Commercial Property",ANNUAL Assembly Occupancy,3/29/2022 11:00,Yes,351805,-83.217602,42.402077
154588,5925 Caniff,Broadway Auto Parts,Broadway Auto Parts,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Industrial Occupancy,3/29/2022 10:30,Yes,539973,-83.042128,42.406722
142810,111 Cadillac Square,CADILLAC SQUARE DINER,,500," Mercantile, Business - Other",ANNUAL High Rise,3/29/2022 1:25,Yes,4454,-83.044269,42.331974
152691,3500 East Jefferson,HARBORTOWN APARTMENTS,Water's Edge,400, Residential - Other,ANNUAL Residential,3/28/2022 19:40,Yes,252874,-83.009332,42.340147
154192,16650 Plymouth,M & H Advance Auto Service,,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,3/28/2022 16:03,Yes,216401,-83.210344,42.372682
154623,17400 Livernois,AAA TRUE VALUE HARDWARE,AAA True Value Hardware,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/28/2022 14:30,Yes,237820,-83.140625,42.420483
144673,6769 Greenfield,Leela's Beauty supply,Leela's  Beauty Supply,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/28/2022 14:17,Yes,349721,-83.196312,42.341251
154622,17500 Livernois,Secretary of State,Secretary of State,599, Business Office,ANNUAL Business Occupancy,3/28/2022 14:00,Yes,237055,-83.140476,42.4215
154665,17734 Fenkell,FIFTH AVENUE PARTY STORE,,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/28/2022 14:00,Yes,146282,-83.216996,42.401416
154621,17504 Livernois,VIP BEAUTY SUPPLY,,500," Mercantile, Business - Other",ANNUAL Business Occupancy,3/28/2022 13:30,Yes,352334,-83.140755,42.420937
154620,17516 Livernois,L. A. Insurance,,599, Business Office,ANNUAL Business Occupancy,3/28/2022 13:00,Yes,352338,-83.140831,42.421108
154556,8500 Greenfield,Auto Maxx #2,Al's Metro Auto Works,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,3/28/2022 11:45,Yes,350181,-83.196565,42.356018
154661,18430 Fenkell,RITE AID #4512,Rite Aid,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/28/2022 11:00,Yes,352512,-83.22261,42.401932
154685,4735 West Fort,GREATER APOSTOLIC FAITH TEMPLE,,UUU, Undetermined,ANNUAL Business Occupancy,3/28/2022 7:12,Yes,4623,-83.093197,42.310502
154609,1234 Randolph,The Baltimore,,162, Bar or Nightclub,ANNUAL Assembly Occupancy,3/25/2022 19:29,Yes,12312,-83.044714,42.33456
154489,624 Brush,Jacoby's,Jacoby's,100, Assembly - Other,ANNUAL Assembly Occupancy,3/25/2022 17:22,Yes,51884,-83.042076,42.332292
154488,10301 West Eight Mile,UNIQUE AUTO CARE,Unique Auto,579," Motor Vehicle or Boat Sales, Services, Repair",ANNUAL Repair Garage,3/25/2022 16:18,Yes,350586,-83.165082,42.445316
154660,18616 Fenkell,La kabob,La Kabob,500," Mercantile, Business - Other",ANNUAL Mercantile Occupancy,3/25/2022 16:00,Yes,123093,-83.224255,42.40163
